"","age","rate","value"
"1","75_to_79",2427.9,25250
"2","10_to_14",2793.4,48206
"3","85_to_89",5255,27795
"4","5_to_9",1425,26520
"5","80_to_84",3368.2,27096
"6","55_to_59",4347.4,86102
"7","90+",8638.6,30325
"8","20_to_24",7919,118984
"9","15_to_19",5767,94279
"10","70_to_74",1977.3,28654
"11","65_to_69",2368.1,34194
"12","45_to_49",5810.8,99603
"13","0_to_4",1399.4,22481
"14","40_to_44",5300,99880
"15","30_to_34",6126.6,114463
"16","35_to_39",5586,106548
"17","50_to_54",5369.3,100756
"18","60_to_64",3673.4,58209
"19","25_to_29",7017.5,118957
