"","age","rate","value"
"1","55_to_59",1353,26796
"2","45_to_49",1685,28883
"3","15_to_19",2334.7,38168
"4","20_to_24",2799.4,42061
"5","5_to_9",269.8,5022
"6","70_to_74",665,9637
"7","60_to_64",1137.3,18021
"8","35_to_39",1482.6,28279
"9","30_to_34",1710.7,31960
"10","65_to_69",734.7,10609
"11","50_to_54",1636,30700
"12","0_to_4",330.4,5308
"13","90+",4238.8,14880
"14","10_to_14",499.2,8615
"15","85_to_89",2535.9,13413
"16","25_to_29",2062.8,34967
"17","40_to_44",1421.1,26782
"18","80_to_84",1513.7,12177
"19","75_to_79",964.6,10032
