"","age","rate","value"
"1","15_to_19",185.4,3031
"2","80_to_84",1125.4,9053
"3","35_to_39",528.6,10082
"4","85_to_89",2010.7,10635
"5","70_to_74",360.2,5220
"6","75_to_79",630.8,6560
"7","10_to_14",67.5,1165
"8","45_to_49",690.3,11832
"9","50_to_54",685.6,12865
"10","30_to_34",614.8,11487
"11","40_to_44",550.4,10372
"12","5_to_9",54.4,1013
"13","60_to_64",503.7,7982
"14","0_to_4",56.5,908
"15","25_to_29",719.2,12192
"16","55_to_59",582.1,11528
"17","20_to_24",572.8,8607
"18","65_to_69",331,4780
"19","90+",3422.4,12014
