"","age","rate","value"
"1","55_to_59",184.1,3548
"2","65_to_69",231.6,3133
"3","5_to_9",4.8,87
"4","60_to_64",219.3,3349
"5","85_to_89",1051.2,3688
"6","40_to_44",117.2,2167
"7","80_to_84",707.5,4496
"8","35_to_39",92.1,1750
"9","15_to_19",11.7,201
"10","30_to_34",86.6,1674
"11","0_to_4",15.7,265
"12","50_to_54",179.5,3302
"13","25_to_29",78.9,1415
"14","90+",1419.1,2359
"15","45_to_49",162.3,2759
"16","70_to_74",279.1,3712
"17","75_to_79",466.3,4200
"18","20_to_24",37.2,591
"19","10_to_14",6.5,118
