"","age","rate","value"
"1","5_to_9",114.4,2070
"2","45_to_49",603.6,10263
"3","60_to_64",580.2,8861
"4","10_to_14",133.7,2424
"5","15_to_19",292.8,5035
"6","65_to_69",528.9,7155
"7","35_to_39",515.2,9792
"8","90+",3625.6,6027
"9","20_to_24",569.7,9046
"10","30_to_34",559.4,10814
"11","85_to_89",2359.4,8278
"12","40_to_44",508.7,9406
"13","50_to_54",595.4,10951
"14","0_to_4",106.5,1804
"15","70_to_74",575.6,7657
"16","80_to_84",1490,9468
"17","75_to_79",922.2,8306
"18","55_to_59",550.3,10603
"19","25_to_29",593,10630
