"","age","rate","value"
"1","50_to_54",355.7,6542
"2","80_to_84",1181.2,7506
"3","90+",2851.4,4740
"4","20_to_24",126.4,2007
"5","70_to_74",429.7,5715
"6","85_to_89",1896,6652
"7","60_to_64",386.3,5899
"8","55_to_59",341.2,6575
"9","5_to_9",17.7,320
"10","15_to_19",41.2,708
"11","35_to_39",219.5,4171
"12","45_to_49",336.5,5722
"13","40_to_44",249.2,4608
"14","25_to_29",214,3836
"15","10_to_14",19.6,356
"16","0_to_4",24.1,408
"17","30_to_34",225.2,4353
"18","65_to_69",368.3,4983
"19","75_to_79",726.5,6544
