"","age","rate","value"
"1","35_to_39",1079.1,20582
"2","50_to_54",1227.5,23034
"3","30_to_34",1248.6,23327
"4","45_to_49",1256.5,21538
"5","5_to_9",181.2,3373
"6","0_to_4",225.5,3623
"7","10_to_14",317.4,5478
"8","60_to_64",853.3,13522
"9","75_to_79",807.7,8400
"10","20_to_24",2021.1,30367
"11","15_to_19",1703.2,27844
"12","65_to_69",555.4,8019
"13","25_to_29",1522.1,25802
"14","80_to_84",1333.3,10726
"15","55_to_59",1014.6,20094
"16","85_to_89",2297.3,12151
"17","90+",3895.9,13676
"18","40_to_44",1050.6,19798
"19","70_to_74",522.8,7576
