"","age","rate","value"
"1","80_to_84",1217.2,9792
"2","10_to_14",184.4,3183
"3","85_to_89",2146.2,11352
"4","20_to_24",1115.1,16754
"5","45_to_49",938.2,16081
"6","70_to_74",424.3,6149
"7","25_to_29",1105.7,18743
"8","15_to_19",554.9,9071
"9","50_to_54",918.3,17233
"10","55_to_59",757.6,15004
"11","90+",3657.1,12838
"12","60_to_64",652.4,10338
"13","0_to_4",131.9,2119
"14","5_to_9",124.9,2325
"15","35_to_39",787.1,15014
"16","75_to_79",704.2,7323
"17","65_to_69",421.5,6086
"18","40_to_44",780.7,14712
"19","30_to_34",908.2,16967
