"","age","rate","value"
"1","20_to_24",464,6972
"2","90+",3289.4,11547
"3","60_to_64",461.6,7315
"4","10_to_14",43.5,751
"5","40_to_44",485.4,9148
"6","15_to_19",129.8,2122
"7","50_to_54",627.2,11769
"8","75_to_79",602,6261
"9","65_to_69",300.2,4335
"10","70_to_74",336.5,4876
"11","25_to_29",620.6,10520
"12","30_to_34",533.8,9972
"13","85_to_89",1930.1,10209
"14","5_to_9",34,632
"15","55_to_59",536.8,10632
"16","45_to_49",621.4,10651
"17","0_to_4",32.4,520
"18","80_to_84",1077.9,8671
"19","35_to_39",459.9,8772
