"","age","rate","value"
"1","70_to_74",220.3,3193
"2","0_to_4",16.1,259
"3","85_to_89",1082.8,5727
"4","60_to_64",276.3,4379
"5","80_to_84",651.1,5238
"6","55_to_59",312,6179
"7","40_to_44",271.7,5121
"8","5_to_9",7.3,136
"9","20_to_24",199.5,2998
"10","90+",1678.4,5892
"11","35_to_39",250.9,4785
"12","65_to_69",189.2,2732
"13","75_to_79",383.3,3986
"14","25_to_29",329.1,5579
"15","30_to_34",290.1,5420
"16","45_to_49",360.8,6184
"17","15_to_19",41.6,680
"18","10_to_14",11.1,191
"19","50_to_54",368.5,6915
