"","age","rate","value"
"1","55_to_59",1431.4,28350
"2","65_to_69",781.1,11278
"3","5_to_9",289.9,5396
"4","45_to_49",1790.7,30695
"5","75_to_79",1008.3,10486
"6","50_to_54",1737.5,32605
"7","85_to_89",2601.1,13758
"8","35_to_39",1583.4,30202
"9","60_to_64",1206.1,19112
"10","0_to_4",355.8,5716
"11","90+",4332,15207
"12","10_to_14",546.5,9431
"13","15_to_19",2452.2,40089
"14","70_to_74",701.4,10165
"15","80_to_84",1558.6,12538
"16","30_to_34",1823.8,34074
"17","20_to_24",2962.4,44511
"18","40_to_44",1521.4,28672
"19","25_to_29",2192.7,37169
