"","age","rate","value"
"1","75_to_79",653.4,6795
"2","30_to_34",711.7,13297
"3","70_to_74",378.1,5480
"4","90+",3517.3,12347
"5","65_to_69",358.1,5171
"6","5_to_9",75.3,1402
"7","60_to_64",549.9,8714
"8","0_to_4",80.8,1298
"9","40_to_44",617.4,11636
"10","25_to_29",859.1,14563
"11","20_to_24",753.1,11316
"12","45_to_49",761.3,13050
"13","15_to_19",285.4,4666
"14","80_to_84",1154.7,9289
"15","35_to_39",604.7,11535
"16","50_to_54",752,14112
"17","55_to_59",632.8,12532
"18","85_to_89",2061.2,10902
"19","10_to_14",94.1,1624
