"","age","rate","value"
"1","85_to_89",998.1,5279
"2","35_to_39",227.1,4332
"3","25_to_29",298.3,5056
"4","70_to_74",209.1,3030
"5","45_to_49",330.1,5658
"6","0_to_4",15.2,244
"7","55_to_59",282.7,5598
"8","65_to_69",177.1,2557
"9","90+",1517.8,5328
"10","50_to_54",334.4,6275
"11","40_to_44",247.1,4656
"12","20_to_24",174.2,2618
"13","10_to_14",10.1,175
"14","15_to_19",35.4,578
"15","30_to_34",265.6,4963
"16","80_to_84",605.8,4873
"17","60_to_64",254.9,4039
"18","5_to_9",6.9,128
"19","75_to_79",362.8,3773
