age,value,rate
0_to_4,143,176.9
5_to_9,134,120.1
10_to_14,187,208.8
15_to_19,907,1029.4
20_to_24,1553,1869.3
25_to_29,1477,1537.6
30_to_34,1323,1300.7
35_to_39,1313,1358
40_to_44,1326,1418.1
45_to_49,1506,1753.3
50_to_54,1757,1721
55_to_59,1552,1371.2
60_to_64,959,969.1
65_to_69,479,511.9
70_to_74,437,471.7
75_to_79,509,756.5
80_to_84,582,1162.4
85_to_89,667,2053.4
90+,730,3505.4
