"","age","rate","value"
"1","50_to_54",6752.8,124204
"2","5_to_9",2236.5,40472
"3","45_to_49",7085.2,120463
"4","20_to_24",8612.6,136743
"5","70_to_74",3330.8,44305
"6","10_to_14",3487,63201
"7","0_to_4",2122.7,35941
"8","30_to_34",7310.7,141325
"9","15_to_19",5887,101224
"10","75_to_79",3975.8,35810
"11","55_to_59",5799.1,111744
"12","40_to_44",6500.4,120199
"13","60_to_64",5463.1,83434
"14","90+",11325,18826
"15","35_to_39",6851.9,130224
"16","25_to_29",7973.2,142937
"17","65_to_69",3943.9,53353
"18","80_to_84",5134.6,32628
"19","85_to_89",7616.6,26723
