"","age","rate","value"
"1","5_to_9",78.5,1461
"2","0_to_4",82.5,1326
"3","50_to_54",759.8,14258
"4","90+",3531.8,12398
"5","15_to_19",294,4807
"6","40_to_44",624.1,11762
"7","70_to_74",381,5521
"8","55_to_59",639,12656
"9","80_to_84",1158.4,9319
"10","85_to_89",2066.4,10930
"11","30_to_34",720.6,13462
"12","65_to_69",361.3,5217
"13","20_to_24",769.6,11563
"14","10_to_14",97.6,1684
"15","60_to_64",553.8,8776
"16","35_to_39",612.7,11687
"17","25_to_29",871.6,14775
"18","75_to_79",655.6,6818
"19","45_to_49",769,13182
