age,rate,value
0_to_4,2583.3,2188
5_to_9,2175.4,2303
10_to_14,3325.6,3133
15_to_19,6238.6,5784
20_to_24,9874.6,8818
25_to_29,7959.2,8464
30_to_34,7526.5,8019
35_to_39,7346.2,7072
40_to_44,7085.3,6477
45_to_49,8332.3,6971
50_to_54,7856.3,7619
55_to_59,6814.1,7311
60_to_64,5779.6,5427
65_to_69,4071.6,3606
70_to_74,3695.9,3202
75_to_79,4578,2724
80_to_84,6098.1,2421
85_to_89,8193.1,1753
90+,12650.9,1226
