"","age","rate","value"
"1","60_to_64",272.3,4158
"2","55_to_59",234.9,4526
"3","40_to_44",157.2,2906
"4","5_to_9",6.7,122
"5","90+",1863.6,3098
"6","85_to_89",1322.5,4640
"7","75_to_79",558.4,5030
"8","65_to_69",274,3706
"9","50_to_54",236.4,4349
"10","70_to_74",330.2,4392
"11","25_to_29",117.6,2109
"12","35_to_39",129.8,2466
"13","45_to_49",216,3673
"14","30_to_34",126,2435
"15","80_to_84",871.8,5540
"16","15_to_19",16.1,277
"17","10_to_14",8.8,160
"18","0_to_4",18.9,320
"19","20_to_24",56.9,903
