"","age","rate","value"
"1","40_to_44",678.3,12782
"2","60_to_64",588.6,9327
"3","90+",3590.8,12605
"4","75_to_79",673.6,7005
"5","30_to_34",787.3,14709
"6","45_to_49",829.3,14215
"7","55_to_59",680.9,13485
"8","80_to_84",1184.2,9526
"9","5_to_9",100.6,1872
"10","35_to_39",674.8,12871
"11","70_to_74",396.8,5750
"12","10_to_14",125.6,2167
"13","15_to_19",357.9,5851
"14","85_to_89",2099.5,11105
"15","50_to_54",813.6,15268
"16","25_to_29",954.1,16173
"17","65_to_69",380.5,5494
"18","0_to_4",97.9,1573
"19","20_to_24",878.9,13206
