"","age","rate","value"
"1","65_to_69",2493.2,36001
"2","0_to_4",1468.4,23588
"3","10_to_14",2906.9,50165
"4","45_to_49",6099.3,104548
"5","75_to_79",2535.1,26364
"6","50_to_54",5636.3,105767
"7","30_to_34",6464.9,120782
"8","90+",8965.7,31473
"9","85_to_89",5446.9,28810
"10","60_to_64",3868.2,61296
"11","5_to_9",1495.5,27832
"12","40_to_44",5565.7,104888
"13","70_to_74",2073.5,30048
"14","55_to_59",4569.5,90501
"15","80_to_84",3497.4,28135
"16","35_to_39",5874.6,112052
"17","20_to_24",8350.8,125472
"18","15_to_19",5995.1,98007
"19","25_to_29",7414.6,125688
