"","age","rate","value"
"1","55_to_59",7060.8,139842
"2","35_to_39",9104.1,173652
"3","85_to_89",8037,42510
"4","70_to_74",3127.4,45321
"5","20_to_24",12390.9,186175
"6","15_to_19",8207.7,134178
"7","75_to_79",3769.1,39198
"8","0_to_4",2499.7,40156
"9","30_to_34",10101.2,188719
"10","25_to_29",11361,192585
"11","65_to_69",3802.2,54901
"12","60_to_64",6041.2,95729
"13","40_to_44",8425.4,158780
"14","45_to_49",9137.8,156631
"15","50_to_54",8605.8,161490
"16","10_to_14",4224.5,72904
"17","80_to_84",5136.9,41324
"18","90+",13527.3,47486
"19","5_to_9",2417.2,44985
