age,rate,value
0_to_4,2402.6,2035
5_to_9,2017.6,2136
10_to_14,3171.7,2988
15_to_19,6056.3,5615
20_to_24,9624.9,8595
25_to_29,7706.2,8195
30_to_34,7281.6,7758
35_to_39,7082.4,6818
40_to_44,6886.2,6295
45_to_49,8106.4,6782
50_to_54,7642.8,7412
55_to_59,6645.4,7130
60_to_64,5630.5,5287
65_to_69,3957.6,3505
70_to_74,3624.4,3140
75_to_79,4450.3,2648
80_to_84,5977.2,2373
85_to_89,7978.1,1707
90+,12269.1,1189
