"","age","rate","value"
"1","25_to_29",8943.7,160336
"2","0_to_4",2504.3,42403
"3","50_to_54",7560.8,139065
"4","5_to_9",2660.3,48141
"5","70_to_74",3625.3,48222
"6","90+",12260.4,20381
"7","45_to_49",7953.2,135220
"8","85_to_89",8216.6,28828
"9","30_to_34",8315.1,160741
"10","80_to_84",5527.8,35127
"11","60_to_64",6088.1,92980
"12","55_to_59",6472.5,124720
"13","35_to_39",7836.8,148942
"14","20_to_24",9548.4,151602
"15","65_to_69",4337.7,58681
"16","10_to_14",4087.1,74077
"17","15_to_19",6556.3,112733
"18","40_to_44",7386.7,136589
"19","75_to_79",4303,38758
