"","age","rate","value"
"1","35_to_39",3914.8,74671
"2","80_to_84",2747.1,22099
"3","75_to_79",1913.5,19900
"4","20_to_24",5897.2,88607
"5","45_to_49",4200.9,72008
"6","65_to_69",1725.3,24912
"7","55_to_59",3167.9,62741
"8","10_to_14",2042.9,35255
"9","60_to_64",2678.1,42437
"10","25_to_29",4972.1,84284
"11","90+",7247.6,25442
"12","40_to_44",3755.3,70770
"13","70_to_74",1480.8,21459
"14","50_to_54",3900.9,73201
"15","0_to_4",976.8,15692
"16","5_to_9",1001.8,18644
"17","30_to_34",4314.7,80611
"18","85_to_89",4377.3,23153
"19","15_to_19",4608.1,75332
