"","age","rate","value"
"1","40_to_44",587.3,11067
"2","30_to_34",672.4,12563
"3","50_to_54",720.1,13512
"4","70_to_74",370.5,5369
"5","60_to_64",529.9,8396
"6","75_to_79",643.3,6690
"7","5_to_9",66.3,1233
"8","15_to_19",242.4,3962
"9","80_to_84",1140.9,9178
"10","45_to_49",729.5,12504
"11","35_to_39",571.1,10893
"12","10_to_14",83.4,1440
"13","85_to_89",2039.4,10787
"14","90+",3471.7,12187
"15","20_to_24",674.1,10129
"16","65_to_69",345.8,4993
"17","25_to_29",801.5,13587
"18","55_to_59",607.9,12039
"19","0_to_4",72,1156
