age,value,rate
0_to_4,661,780.4
5_to_9,701,662.2
10_to_14,1121,1189.9
15_to_19,2740,2955.4
20_to_24,3698,4141.1
25_to_29,3026,2845.5
30_to_34,2824,2650.6
35_to_39,2531,2629.1
40_to_44,2393,2617.7
45_to_49,2696,3222.5
50_to_54,2797,2884.1
55_to_59,2798,2607.8
60_to_64,1926,2051.1
65_to_69,1306,1474.6
70_to_74,1229,1418.6
75_to_79,1239,2082.3
80_to_84,1115,2808.5
85_to_89,856,4000.7
90+,615,6346.1
