"","age","rate","value"
"1","20_to_24",3511.2,52757
"2","35_to_39",1957.6,37340
"3","40_to_44",1877.5,35382
"4","70_to_74",845,12245
"5","55_to_59",1743.7,34534
"6","30_to_34",2234.7,41750
"7","5_to_9",366.2,6816
"8","50_to_54",2115.2,39693
"9","65_to_69",952.2,13749
"10","0_to_4",445,7149
"11","75_to_79",1153.2,11993
"12","45_to_49",2189.8,37535
"13","15_to_19",2784.9,45528
"14","10_to_14",698.1,12047
"15","80_to_84",1741.5,14010
"16","90+",4689.5,16462
"17","60_to_64",1470.7,23304
"18","25_to_29",2674.1,45330
"19","85_to_89",2844.1,15043
