age,rate,value
0_to_4,1836.9,1485
5_to_9,1413.8,1578
10_to_14,2649.1,2373
15_to_19,6697.6,5901
20_to_24,10208.1,8481
25_to_29,8469.8,8136
30_to_34,7495.3,7624
35_to_39,7273,7032
40_to_44,7054.2,6596
45_to_49,8371.9,7191
50_to_54,7591.2,7750
55_to_59,6098.7,6903
60_to_64,4844.7,4794
65_to_69,2836.1,2654
70_to_74,2572,2383
75_to_79,3092.9,2081
80_to_84,4264.2,2135
85_to_89,6265,2035
90+,10175.3,2119
