"","age","rate","value"
"1","20_to_24",547.5,8227
"2","70_to_74",355.9,5158
"3","90+",3391.1,11904
"4","0_to_4",50.5,811
"5","5_to_9",50.1,933
"6","75_to_79",625.7,6507
"7","35_to_39",514.1,9805
"8","80_to_84",1116.2,8979
"9","45_to_49",677.5,11613
"10","85_to_89",1992.7,10540
"11","50_to_54",673.2,12632
"12","60_to_64",495.6,7854
"13","15_to_19",172.1,2813
"14","25_to_29",697.1,11817
"15","65_to_69",325.3,4697
"16","30_to_34",596.9,11151
"17","40_to_44",537,10120
"18","55_to_59",573.5,11359
"19","10_to_14",62.6,1081
