"","age","rate","value"
"1","5_to_9",39.1,728
"2","75_to_79",611.7,6362
"3","80_to_84",1093.3,8795
"4","0_to_4",38.2,614
"5","65_to_69",309.2,4464
"6","30_to_34",553.6,10343
"7","70_to_74",343.2,4974
"8","85_to_89",1953.4,10332
"9","90+",3329,11686
"10","20_to_24",488.1,7334
"11","35_to_39",477.5,9108
"12","15_to_19",140,2289
"13","50_to_54",642.8,12062
"14","40_to_44",503.4,9486
"15","55_to_59",549.6,10885
"16","45_to_49",641.3,10993
"17","60_to_64",473.9,7510
"18","25_to_29",646.4,10957
"19","10_to_14",50.2,867
