"","age","rate","value"
"1","70_to_74",3582,47646
"2","35_to_39",7601.9,144478
"3","0_to_4",2412.8,40854
"4","90+",12158.2,20211
"5","25_to_29",8736.7,156624
"6","55_to_59",6351.2,122383
"7","45_to_49",7758.1,131903
"8","40_to_44",7177.6,132721
"9","15_to_19",6312.7,108544
"10","5_to_9",2486.5,44996
"11","20_to_24",9338.7,148272
"12","85_to_89",8145.1,28577
"13","60_to_64",5990.8,91494
"14","80_to_84",5474,34785
"15","30_to_34",8100.8,156599
"16","10_to_14",3786.5,68630
"17","65_to_69",4279.8,57897
"18","50_to_54",7400.1,136109
"19","75_to_79",4259.5,38366
