"","age","rate","value"
"1","65_to_69",3784.2,54641
"2","85_to_89",8015.5,42396
"3","15_to_19",8100.6,132428
"4","40_to_44",8339.7,157164
"5","80_to_84",5122,41204
"6","5_to_9",2355.4,43835
"7","10_to_14",4098.1,70722
"8","35_to_39",9005.5,171771
"9","55_to_59",7015.3,138941
"10","60_to_64",6008.2,95205
"11","0_to_4",2469,39663
"12","20_to_24",12303.2,184857
"13","75_to_79",3755.1,39052
"14","90+",13492.2,47363
"15","50_to_54",8544.9,160346
"16","45_to_49",9064.1,155367
"17","25_to_29",11268,191009
"18","70_to_74",3114.8,45139
"19","30_to_34",10001.1,186850
