"","age","rate","value"
"1","55_to_59",6479.4,124853
"2","60_to_64",6094.9,93084
"3","90+",12266.4,20391
"4","80_to_84",5532.7,35158
"5","20_to_24",9566.5,151889
"6","50_to_54",7570.6,139246
"7","15_to_19",6576.3,113076
"8","45_to_49",7967.7,135467
"9","5_to_9",2667,48263
"10","40_to_44",7402.2,136874
"11","0_to_4",2508.6,42476
"12","85_to_89",8220.6,28842
"13","10_to_14",4103.8,74381
"14","75_to_79",4306.4,38788
"15","70_to_74",3627.9,48257
"16","35_to_39",7852.8,149246
"17","30_to_34",8330.6,161040
"18","65_to_69",4342.7,58748
"19","25_to_29",8958.9,160608
