"","age","rate","value"
"1","35_to_39",2735.6,52178
"2","75_to_79",1479.9,15391
"3","60_to_64",2015.3,31935
"4","10_to_14",1127.3,19455
"5","70_to_74",1136.3,16467
"6","0_to_4",646.8,10390
"7","15_to_19",3534.9,57789
"8","85_to_89",3419,18084
"9","25_to_29",3652.7,61919
"10","45_to_49",3013.2,51650
"11","40_to_44",2604.4,49081
"12","65_to_69",1311.1,18931
"13","90+",5617.3,19719
"14","5_to_9",569.2,10593
"15","30_to_34",3086,57655
"16","80_to_84",2139,17207
"17","55_to_59",2384.2,47219
"18","20_to_24",4608.9,69249
"19","50_to_54",2892.9,54286
