age,value,rate
0_to_4,400,494.8
5_to_9,386,345.8
10_to_14,619,691
15_to_19,2847,3231.3
20_to_24,3474,4181.5
25_to_29,2934,3054.4
30_to_34,2669,2623.9
35_to_39,2569,2657
40_to_44,2487,2659.8
45_to_49,2791,3249.4
50_to_54,3091,3027.7
55_to_59,2730,2411.9
60_to_64,1722,1740.2
65_to_69,908,970.3
70_to_74,836,902.3
75_to_79,840,1248.5
80_to_84,932,1861.5
85_to_89,983,3026.3
90+,1080,5186.1
