age,rate,value
0_to_4,2516,2131
5_to_9,2096,2219
10_to_14,3265.1,3076
15_to_19,6172.8,5723
20_to_24,9783.9,8737
25_to_29,7870.8,8370
30_to_34,7450.5,7938
35_to_39,7251.7,6981
40_to_44,7016.4,6414
45_to_49,8266.6,6916
50_to_54,7782,7547
55_to_59,6760.1,7253
60_to_64,5735.9,5386
65_to_69,4041.1,3579
70_to_74,3676.3,3185
75_to_79,4549.4,2707
80_to_84,6080.5,2414
85_to_89,8132.4,1740
90+,12589,1220
