"","age","rate","value"
"1","85_to_89",3316.8,11637
"2","55_to_59",1729.7,33331
"3","60_to_64",1681.7,25683
"4","90+",4813.1,8001
"5","70_to_74",1215.6,16169
"6","20_to_24",3067,48695
"7","0_to_4",497.5,8423
"8","65_to_69",1313.1,17764
"9","15_to_19",2290.4,39383
"10","40_to_44",1717.1,31751
"11","75_to_79",1599.8,14410
"12","25_to_29",2284.5,40954
"13","80_to_84",2246.9,14278
"14","10_to_14",786.1,14247
"15","35_to_39",1830.6,34791
"16","50_to_54",1971.8,36267
"17","5_to_9",458.4,8296
"18","45_to_49",1969.5,33486
"19","30_to_34",2006.5,38788
