"","age","rate","value"
"1","65_to_69",3102,44791
"2","5_to_9",1813,33741
"3","35_to_39",7236.1,138022
"4","50_to_54",7002.2,131398
"5","85_to_89",6664.2,35249
"6","30_to_34",8035.2,150121
"7","15_to_19",6969.6,113939
"8","0_to_4",1844.7,29633
"9","70_to_74",2575.5,37324
"10","75_to_79",3125.3,32502
"11","80_to_84",4287.6,34492
"12","90+",11171.1,39215
"13","20_to_24",10262.3,154192
"14","55_to_59",5723.6,113358
"15","45_to_49",7475.8,128143
"16","40_to_44",6813.6,128405
"17","25_to_29",9232.6,156506
"18","10_to_14",3378.9,58311
"19","60_to_64",4868.6,77148
