"","age","rate","value"
"1","30_to_34",1661.4,31040
"2","15_to_19",2278.4,37247
"3","50_to_54",1590.8,29852
"4","90+",4198.1,14737
"5","55_to_59",1316.8,26079
"6","35_to_39",1438.9,27446
"7","65_to_69",715.6,10333
"8","70_to_74",647.1,9378
"9","75_to_79",946.1,9839
"10","60_to_64",1104.2,17497
"11","80_to_84",1493.9,12018
"12","25_to_29",2004.7,33982
"13","10_to_14",478.9,8264
"14","40_to_44",1381.8,26040
"15","0_to_4",318.4,5115
"16","5_to_9",260.8,4854
"17","85_to_89",2508.7,13269
"18","45_to_49",1637.7,28072
"19","20_to_24",2730.2,41021
