"","age","rate","value"
"1","65_to_69",3377.6,45692
"2","45_to_49",6050,102862
"3","15_to_19",5316.8,91420
"4","25_to_29",6841.8,122654
"5","40_to_44",5509.7,101880
"6","80_to_84",4506.7,28638
"7","5_to_9",1895.2,34295
"8","0_to_4",1714.3,29027
"9","55_to_59",4928.1,94960
"10","10_to_14",3103.8,56255
"11","30_to_34",6176.1,119391
"12","60_to_64",4630.3,70715
"13","70_to_74",2893.7,38491
"14","90+",9785.6,16267
"15","75_to_79",3454.5,31115
"16","50_to_54",5760.1,105946
"17","35_to_39",5772.4,109707
"18","20_to_24",7536,119650
"19","85_to_89",6638.4,23291
