"","age","rate","value"
"1","10_to_14",832,15079
"2","50_to_54",2074.5,38156
"3","40_to_44",1805.1,33379
"4","85_to_89",3395.8,11914
"5","60_to_64",1765.1,26958
"6","5_to_9",486.2,8799
"7","0_to_4",525.7,8901
"8","65_to_69",1373.7,18583
"9","55_to_59",1818.2,35036
"10","15_to_19",2373,40802
"11","35_to_39",1922.8,36544
"12","45_to_49",2066.3,35132
"13","80_to_84",2300.7,14620
"14","25_to_29",2394.3,42923
"15","90+",4923.8,8185
"16","75_to_79",1651.6,14876
"17","20_to_24",3194.7,50723
"18","70_to_74",1265.5,16833
"19","30_to_34",2106.7,40725
