"","age","rate","value"
"1","30_to_34",10174.7,190092
"2","15_to_19",8287.4,135482
"3","70_to_74",3139,45489
"4","5_to_9",2443.7,45479
"5","10_to_14",4300.8,74221
"6","60_to_64",6068.8,96166
"7","35_to_39",9177.9,175060
"8","75_to_79",3780.6,39317
"9","90+",13548.9,47562
"10","55_to_59",7091,140439
"11","45_to_49",9196.4,157635
"12","65_to_69",3819.3,55149
"13","20_to_24",12458.4,187189
"14","0_to_4",2516.5,40425
"15","80_to_84",5150.2,41431
"16","25_to_29",11431.8,193786
"17","40_to_44",8487.8,159956
"18","50_to_54",8654.5,162403
"19","85_to_89",8056.9,42615
