"","age","rate","value"
"1","90+",3104.7,5161
"2","5_to_9",24.6,445
"3","45_to_49",367.4,6247
"4","80_to_84",1260,8007
"5","75_to_79",771.8,6952
"6","55_to_59",373.4,7195
"7","10_to_14",27,489
"8","85_to_89",2033.6,7135
"9","65_to_69",393,5316
"10","25_to_29",248.9,4462
"11","0_to_4",25.6,434
"12","60_to_64",416.8,6366
"13","15_to_19",52.9,909
"14","50_to_54",390.4,7180
"15","40_to_44",276.7,5117
"16","20_to_24",155.9,2476
"17","35_to_39",249.3,4738
"18","30_to_34",256.6,4960
"19","70_to_74",461.1,6133
