"","age","rate","value"
"1","40_to_44",8454.9,159336
"2","60_to_64",6054.2,95934
"3","10_to_14",4262,73551
"4","20_to_24",12419.8,186609
"5","45_to_49",9165.9,157113
"6","30_to_34",10134.6,189343
"7","15_to_19",8245.8,134802
"8","85_to_89",8045.7,42556
"9","50_to_54",8629.3,161930
"10","5_to_9",2432.1,45263
"11","80_to_84",5142.7,41371
"12","25_to_29",11392.4,193117
"13","70_to_74",3132.3,45393
"14","55_to_59",7074.7,140116
"15","0_to_4",2507.9,40287
"16","75_to_79",3773.5,39244
"17","65_to_69",3809.6,55008
"18","90+",13536.7,47519
"19","35_to_39",9138.9,174316
