"","age","rate","value"
"1","60_to_64",412.3,6297
"2","65_to_69",390.1,5277
"3","75_to_79",766,6899
"4","70_to_74",457.6,6087
"5","90+",3079.4,5119
"6","10_to_14",25.9,469
"7","55_to_59",369,7110
"8","45_to_49",363.8,6185
"9","30_to_34",252.8,4887
"10","20_to_24",152,2414
"11","85_to_89",2016.8,7076
"12","0_to_4",25.5,432
"13","40_to_44",273.8,5062
"14","80_to_84",1251.7,7954
"15","15_to_19",51.4,883
"16","35_to_39",244.8,4652
"17","50_to_54",386.2,7104
"18","25_to_29",245,4393
"19","5_to_9",23.8,431
