age,rate,value
0_to_4,2542,2055
5_to_9,1919.1,2142
10_to_14,3442.9,3084
15_to_19,8209.4,7233
20_to_24,12972.9,10778
25_to_29,10894.3,10465
30_to_34,9625.7,9791
35_to_39,9261.8,8955
40_to_44,8779.2,8209
45_to_49,10451.3,8977
50_to_54,9549.2,9749
55_to_59,7736.7,8757
60_to_64,6159.5,6095
65_to_69,3732.7,3493
70_to_74,3290.9,3049
75_to_79,4100.6,2759
80_to_84,5706.2,2857
85_to_89,8644.8,2808
90+,14199.3,2957
