age,value,rate
0_to_4,228,282
5_to_9,213,190.8
10_to_14,296,330.4
15_to_19,1897,2153.1
20_to_24,2218,2669.7
25_to_29,1865,1941.5
30_to_34,1676,1647.7
35_to_39,1679,1736.5
40_to_44,1656,1771
45_to_49,1872,2179.4
50_to_54,2123,2079.5
55_to_59,1899,1677.7
60_to_64,1168,1180.4
65_to_69,611,652.9
70_to_74,547,590.4
75_to_79,598,888.8
80_to_84,682,1362.1
85_to_89,744,2290.5
90+,815,3913.6
