"","age","rate","value"
"1","15_to_19",94,1617
"2","25_to_29",339.8,6091
"3","65_to_69",452.7,6124
"4","55_to_59",439.1,8462
"5","60_to_64",480.2,7334
"6","10_to_14",53.6,971
"7","90+",3459.6,5751
"8","20_to_24",237.8,3775
"9","40_to_44",350.7,6485
"10","50_to_54",460.7,8473
"11","45_to_49",446.4,7590
"12","70_to_74",516.8,6874
"13","5_to_9",46.8,847
"14","0_to_4",46.3,784
"15","35_to_39",332.2,6314
"16","75_to_79",858.5,7733
"17","85_to_89",2256.8,7918
"18","30_to_34",348.3,6734
"19","80_to_84",1410.2,8961
