"","age","rate","value"
"1","45_to_49",4726,81009
"2","50_to_54",4354.7,81717
"3","10_to_14",2343.1,40435
"4","55_to_59",3525,69813
"5","0_to_4",1127.2,18108
"6","70_to_74",1634.7,23689
"7","5_to_9",1156.4,21521
"8","35_to_39",4452.6,84929
"9","90+",7708.3,27059
"10","85_to_89",4662.3,24660
"11","65_to_69",1919.9,27722
"12","30_to_34",4899.9,91544
"13","75_to_79",2068.7,21514
"14","60_to_64",2978.9,47203
"15","25_to_29",5635.4,95528
"16","40_to_44",4258,80244
"17","15_to_19",4992.4,81616
"18","80_to_84",2941.2,23661
"19","20_to_24",6534.2,98178
