n,area_number,actual_data,synthetic_cntrl,difference,area_name,date
86,1,.25778821,.093001939,.16478628,Barking and Dagenham,21jun2020
62,1,.72067308,.63848931,.082183778,Barking and Dagenham,28may2020
90,1,.018633898,.0042981831,.014335715,Barking and Dagenham,25jun2020
29,1,.83937472,.67264742,.16672732,Barking and Dagenham,25apr2020
76,1,.87664515,.43521988,.44142526,Barking and Dagenham,11jun2020
34,1,.71506524,.60848832,.10657692,Barking and Dagenham,30apr2020
65,1,.75166404,.59220141,.15946262,Barking and Dagenham,31may2020
84,1,.47519109,.18993711,.28525397,Barking and Dagenham,19jun2020
14,1,.65385646,.64618844,.0076679965,Barking and Dagenham,10apr2020
36,1,.63059604,.61556095,.015035117,Barking and Dagenham,02may2020
81,1,.7676239,.31708905,.45053485,Barking and Dagenham,16jun2020
3,1,1.0789369,1.0193001,.059636876,Barking and Dagenham,30mar2020
74,1,.91027391,.50909436,.40117955,Barking and Dagenham,09jun2020
80,1,.8230322,.34571439,.47731781,Barking and Dagenham,15jun2020
9,1,.78174043,.71841592,.063324489,Barking and Dagenham,05apr2020
50,1,.44673276,.6878345,-.24110174,Barking and Dagenham,16may2020
45,1,.56193054,.63900542,-.0770749,Barking and Dagenham,11may2020
2,1,1.1827486,1.1363931,.046355471,Barking and Dagenham,29mar2020
75,1,.88743556,.46881506,.4186205,Barking and Dagenham,10jun2020
61,1,.73292291,.65311855,.079804353,Barking and Dagenham,27may2020
20,1,.49918047,.65931046,-.16012999,Barking and Dagenham,16apr2020
44,1,.58043271,.64590335,-.065470606,Barking and Dagenham,10may2020
46,1,.53775573,.63629079,-.098535046,Barking and Dagenham,12may2020
35,1,.66874993,.61021531,.058534637,Barking and Dagenham,01may2020
87,1,.16957745,.055676039,.11390141,Barking and Dagenham,22jun2020
89,1,.049210947,.013663765,.035547182,Barking and Dagenham,24jun2020
55,1,.54845929,.72346205,-.17500277,Barking and Dagenham,21may2020
4,1,.99432647,.92480445,.069522016,Barking and Dagenham,31mar2020
26,1,.69095832,.70891345,-.017955109,Barking and Dagenham,22apr2020
37,1,.60202813,.62250161,-.02047346,Barking and Dagenham,03may2020
56,1,.60112685,.71156341,-.11043656,Barking and Dagenham,22may2020
63,1,.71410739,.62212145,.091985926,Barking and Dagenham,29may2020
79,1,.85581595,.36853722,.48727873,Barking and Dagenham,14jun2020
48,1,.48365507,.64895201,-.16529694,Barking and Dagenham,14may2020
5,1,.92891067,.85287219,.076038502,Barking and Dagenham,01apr2020
73,1,.93969542,.54973638,.38995901,Barking and Dagenham,08jun2020
10,1,.75566447,.70323521,.05242927,Barking and Dagenham,06apr2020
19,1,.51389891,.64668351,-.13278463,Barking and Dagenham,15apr2020
22,1,.50251132,.68464386,-.18213253,Barking and Dagenham,18apr2020
11,1,.73157638,.6887033,.042873073,Barking and Dagenham,07apr2020
15,1,.62291068,.6349113,-.012000636,Barking and Dagenham,11apr2020
7,1,.84176898,.76342601,.078342959,Barking and Dagenham,03apr2020
70,1,.98087633,.60788089,.37299541,Barking and Dagenham,05jun2020
38,1,.58463192,.62991875,-.045286849,Barking and Dagenham,04may2020
24,1,.56843913,.7047354,-.13629626,Barking and Dagenham,20apr2020
27,1,.75443995,.70217061,.052269358,Barking and Dagenham,23apr2020
21,1,.49440208,.67216331,-.17776124,Barking and Dagenham,17apr2020
41,1,.58751988,.65268105,-.065161169,Barking and Dagenham,07may2020
78,1,.87062365,.38867527,.48194838,Barking and Dagenham,13jun2020
53,1,.46294352,.73189217,-.26894861,Barking and Dagenham,19may2020
12,1,.70800388,.67409205,.033911813,Barking and Dagenham,08apr2020
16,1,.59190392,.62843794,-.036533985,Barking and Dagenham,12apr2020
42,1,.59313506,.6558724,-.062737353,Barking and Dagenham,08may2020
25,1,.62539494,.70955956,-.084164649,Barking and Dagenham,21apr2020
83,1,.58826309,.23858416,.34967893,Barking and Dagenham,18jun2020
8,1,.81006259,.73730701,.072755598,Barking and Dagenham,04apr2020
43,1,.59112787,.65294558,-.06181768,Barking and Dagenham,09may2020
71,1,.98233861,.60233355,.38000506,Barking and Dagenham,06jun2020
57,1,.65115732,.69691974,-.045762401,Barking and Dagenham,23may2020
17,1,.56263274,.62852633,-.065893598,Barking and Dagenham,13apr2020
49,1,.46167397,.66597068,-.20429669,Barking and Dagenham,15may2020
52,1,.44397637,.72536641,-.28139004,Barking and Dagenham,18may2020
85,1,.36175478,.1394694,.22228537,Barking and Dagenham,20jun2020
30,1,.85099852,.65347409,.19752446,Barking and Dagenham,26apr2020
13,1,.68249005,.6598236,.022666467,Barking and Dagenham,09apr2020
18,1,.5359984,.63541394,-.099415563,Barking and Dagenham,14apr2020
68,1,.9152056,.59414482,.32106078,Barking and Dagenham,03jun2020
82,1,.68859464,.28133976,.40725487,Barking and Dagenham,17jun2020
59,1,.72342879,.67300636,.050422415,Barking and Dagenham,25may2020
88,1,.09962821,.029938471,.069689743,Barking and Dagenham,23jun2020
40,1,.58011317,.64526671,-.065153509,Barking and Dagenham,06may2020
39,1,.57794785,.63737947,-.059431627,Barking and Dagenham,05may2020
47,1,.51044232,.63931131,-.12886901,Barking and Dagenham,13may2020
28,1,.8060264,.68963826,.11638816,Barking and Dagenham,24apr2020
58,1,.69352967,.68361008,.0099195549,Barking and Dagenham,24may2020
64,1,.72295636,.60585803,.11709834,Barking and Dagenham,30may2020
66,1,.79928881,.58525831,.21403047,Barking and Dagenham,01jun2020
77,1,.87452686,.40956238,.46496448,Barking and Dagenham,12jun2020
33,1,.76488537,.61187708,.15300827,Barking and Dagenham,29apr2020
31,1,.84005845,.63523299,.20482545,Barking and Dagenham,27apr2020
51,1,.44005093,.70942438,-.26937345,Barking and Dagenham,17may2020
32,1,.80938029,.62082577,.18855456,Barking and Dagenham,28apr2020
60,1,.73673373,.6639958,.072737932,Barking and Dagenham,26may2020
6,1,.87983525,.8005302,.079305075,Barking and Dagenham,02apr2020
1,1,1.3052992,1.2744757,.03082348,Barking and Dagenham,28mar2020
72,1,.96674961,.5827691,.38398054,Barking and Dagenham,07jun2020
23,1,.52677685,.69591117,-.1691343,Barking and Dagenham,19apr2020
67,1,.85783339,.58661216,.27122119,Barking and Dagenham,02jun2020
69,1,.95875728,.6032111,.35554621,Barking and Dagenham,04jun2020
54,1,.49945748,.73032618,-.2308687,Barking and Dagenham,20may2020
1,2,1.2502495,1.4060062,-.15575671,Barnet,28mar2020
40,2,.73367852,.75684232,-.023163784,Barnet,06may2020
89,2,.023207355,.062103856,-.038896501,Barnet,24jun2020
23,2,.72247005,.82128161,-.098811589,Barnet,19apr2020
90,2,.0062907459,.028989237,-.02269849,Barnet,25jun2020
38,2,.6835885,.70463139,-.02104288,Barnet,04may2020
73,2,.60713959,.80954832,-.20240872,Barnet,08jun2020
45,2,.71782529,.78523159,-.067406297,Barnet,11may2020
14,2,.65280962,.86399978,-.21119015,Barnet,10apr2020
54,2,.73146886,.8157329,-.084264062,Barnet,20may2020
33,2,.60165024,.56816101,.033489216,Barnet,29apr2020
72,2,.60990715,.80984747,-.19994031,Barnet,07jun2020
36,2,.6338886,.63908237,-.0051937993,Barnet,02may2020
24,2,.71947509,.79212379,-.072648726,Barnet,20apr2020
48,2,.70066559,.78115559,-.080489978,Barnet,14may2020
9,2,.61973339,.87290186,-.25316849,Barnet,05apr2020
10,2,.61123186,.86779416,-.25656226,Barnet,06apr2020
55,2,.69435221,.82436693,-.13001475,Barnet,21may2020
59,2,.56465024,.81854349,-.25389323,Barnet,25may2020
81,2,.43455681,.66675746,-.23220067,Barnet,16jun2020
79,2,.53390712,.74337167,-.20946452,Barnet,14jun2020
43,2,.7501322,.78510219,-.034969989,Barnet,09may2020
86,2,.12727024,.25949106,-.13222083,Barnet,21jun2020
7,2,.67157537,.90719724,-.2356219,Barnet,03apr2020
15,2,.66815203,.8612076,-.19305557,Barnet,11apr2020
62,2,.61150658,.77164012,-.16013354,Barnet,28may2020
61,2,.58383763,.78760535,-.20376769,Barnet,27may2020
68,2,.6385535,.76198334,-.12342986,Barnet,03jun2020
75,2,.60273367,.80010706,-.19737341,Barnet,10jun2020
20,2,.71620727,.85832572,-.14211847,Barnet,16apr2020
2,2,1.1018443,1.2737238,-.17187959,Barnet,29mar2020
56,2,.65204901,.83117396,-.17912495,Barnet,22may2020
64,2,.6509344,.74640036,-.095465951,Barnet,30may2020
3,2,.97377133,1.1607933,-.18702196,Barnet,30mar2020
17,2,.69378692,.85752577,-.16373883,Barnet,13apr2020
87,2,.082696848,.17875895,-.096062101,Barnet,22jun2020
85,2,.18365106,.34917304,-.16552198,Barnet,20jun2020
88,2,.049086422,.11204363,-.062957212,Barnet,23jun2020
47,2,.69892436,.78262597,-.083701596,Barnet,13may2020
29,2,.64576858,.60872042,.037048161,Barnet,25apr2020
70,2,.62052286,.79518896,-.17466609,Barnet,05jun2020
19,2,.71045464,.85873252,-.14827786,Barnet,15apr2020
13,2,.63693547,.86606336,-.22912788,Barnet,09apr2020
37,2,.65667647,.67186135,-.015184907,Barnet,03may2020
42,2,.7560699,.78108752,-.025017621,Barnet,08may2020
5,2,.78201723,.99592239,-.21390514,Barnet,01apr2020
78,2,.56731421,.76630682,-.19899262,Barnet,13jun2020
34,2,.60653257,.58441895,.022113642,Barnet,30apr2020
22,2,.72233611,.84168684,-.11935074,Barnet,18apr2020
26,2,.6996997,.71470314,-.015003456,Barnet,22apr2020
28,2,.66510129,.63834542,.026755858,Barnet,24apr2020
57,2,.61222279,.83338243,-.22115965,Barnet,23may2020
21,2,.72005951,.85351932,-.13345979,Barnet,17apr2020
52,2,.75411522,.79713625,-.043021012,Barnet,18may2020
31,2,.61164814,.56946421,.042183932,Barnet,27apr2020
32,2,.60298854,.56307256,.039915983,Barnet,28apr2020
66,2,.65144843,.73965269,-.08820428,Barnet,01jun2020
6,2,.71804744,.94313997,-.22509252,Barnet,02apr2020
65,2,.65474021,.73987067,-.085130446,Barnet,31may2020
30,2,.62691092,.58539271,.041518185,Barnet,26apr2020
18,2,.70303088,.85771489,-.15468399,Barnet,14apr2020
12,2,.62249488,.86667311,-.24417824,Barnet,08apr2020
39,2,.71072698,.73396897,-.023242015,Barnet,05may2020
16,2,.68206561,.8588267,-.17676109,Barnet,12apr2020
60,2,.56541342,.80381441,-.23840101,Barnet,26may2020
53,2,.75290567,.80668181,-.053776141,Barnet,19may2020
4,2,.8668946,1.068058,-.2011634,Barnet,31mar2020
44,2,.73524064,.78585041,-.050609745,Barnet,10may2020
77,2,.58851767,.78225666,-.19373898,Barnet,12jun2020
71,2,.6139096,.80537981,-.19147024,Barnet,06jun2020
69,2,.62933481,.77975458,-.15041979,Barnet,04jun2020
74,2,.60474718,.80580372,-.20105655,Barnet,09jun2020
67,2,.6458866,.74719197,-.10130537,Barnet,02jun2020
80,2,.48869607,.71136814,-.22267206,Barnet,15jun2020
49,2,.70850122,.7807827,-.072281502,Barnet,15may2020
8,2,.6394195,.88494879,-.24552929,Barnet,04apr2020
83,2,.31305301,.52962577,-.21657278,Barnet,18jun2020
50,2,.72336149,.78287226,-.05951079,Barnet,16may2020
11,2,.61280996,.86660028,-.25379032,Barnet,07apr2020
58,2,.58142054,.8291648,-.24774423,Barnet,24may2020
35,2,.6171338,.6090709,.0080628898,Barnet,01may2020
25,2,.71217716,.75557011,-.04339293,Barnet,21apr2020
82,2,.37562248,.60612142,-.23049892,Barnet,17jun2020
27,2,.68331957,.67419225,.009127331,Barnet,23apr2020
76,2,.59893882,.79280788,-.19386908,Barnet,11jun2020
51,2,.74120128,.78849906,-.047297787,Barnet,17may2020
63,2,.63613492,.75746357,-.12132867,Barnet,29may2020
84,2,.24752501,.44166225,-.19413725,Barnet,19jun2020
46,2,.70432758,.7841621,-.079834506,Barnet,12may2020
41,2,.74982989,.77218926,-.022359347,Barnet,07may2020
72,3,.94629842,.58109313,.36520526,Barnsley,07jun2020
64,3,.89127278,.61395115,.27732164,Barnsley,30may2020
75,3,.93066889,.52213615,.40853274,Barnsley,10jun2020
13,3,.86669135,.86936736,-.0026760083,Barnsley,09apr2020
47,3,.7170276,.69259453,.024433054,Barnsley,13may2020
90,3,.022506209,.011420444,.011085765,Barnsley,25jun2020
63,3,.88491106,.58129114,.30361992,Barnsley,29may2020
27,3,.84880376,.82303435,.025769407,Barnsley,23apr2020
17,3,.90868682,.83772737,.070959426,Barnsley,13apr2020
45,3,.70899236,.74804711,-.039054748,Barnsley,11may2020
12,3,.88123393,.87311614,.0081177987,Barnsley,08apr2020
60,3,.8280822,.51725137,.31083083,Barnsley,26may2020
39,3,.96885794,.86601281,.10284515,Barnsley,05may2020
38,3,.97897226,.8735736,.10539868,Barnsley,04may2020
70,3,.90094304,.6419242,.25901887,Barnsley,05jun2020
25,3,.86826795,.82178044,.046487521,Barnsley,21apr2020
74,3,.96115398,.53365982,.4274942,Barnsley,09jun2020
20,3,.92684966,.80680025,.12004939,Barnsley,16apr2020
31,3,.84346479,.82436287,.019101888,Barnsley,27apr2020
62,3,.87179673,.55183595,.31996074,Barnsley,28may2020
7,3,1.1426961,.95095533,.19174083,Barnsley,03apr2020
87,3,.13609535,.073863775,.062231574,Barnsley,22jun2020
80,3,.50493401,.4256331,.079300918,Barnsley,15jun2020
67,3,.88870418,.67885929,.20984492,Barnsley,02jun2020
85,3,.22787142,.15192555,.075945862,Barnsley,20jun2020
61,3,.85211897,.53002077,.3220982,Barnsley,27may2020
32,3,.8556574,.83275342,.022903992,Barnsley,28apr2020
46,3,.70271599,.72077829,-.018062294,Barnsley,12may2020
50,3,.81216967,.61882412,.19334556,Barnsley,16may2020
52,3,.81546479,.59130156,.2241632,Barnsley,18may2020
48,3,.74809492,.66483021,.083264731,Barnsley,14may2020
2,3,1.4655585,1.3402944,.1252642,Barnsley,29mar2020
77,3,.7836675,.50354707,.28012043,Barnsley,12jun2020
29,3,.83720112,.82021236,.016988771,Barnsley,25apr2020
68,3,.88602257,.67723221,.20879038,Barnsley,03jun2020
42,3,.82988411,.82142943,.0084546963,Barnsley,08may2020
44,3,.73450816,.77397269,-.039464556,Barnsley,10may2020
81,3,.42407948,.3775515,.046527985,Barnsley,16jun2020
41,3,.88771063,.8401618,.047548812,Barnsley,07may2020
6,3,1.2054412,.99445474,.21098652,Barnsley,02apr2020
51,3,.82254368,.60293472,.21960899,Barnsley,17may2020
54,3,.77949268,.57153702,.20795567,Barnsley,20may2020
3,3,1.3907803,1.2248358,.16594455,Barnsley,30mar2020
4,3,1.3251462,1.128948,.19619824,Barnsley,31mar2020
8,3,1.0776926,.91960752,.15808514,Barnsley,04apr2020
23,3,.89418,.81187457,.082305439,Barnsley,19apr2020
18,3,.92260945,.82529181,.097317636,Barnsley,14apr2020
28,3,.84160256,.82171184,.019890705,Barnsley,24apr2020
43,3,.77616835,.79877883,-.022610493,Barnsley,09may2020
83,3,.30846903,.26063725,.047831759,Barnsley,18jun2020
14,3,.86591673,.86492729,.00098946353,Barnsley,10apr2020
58,3,.7793138,.51803583,.26127797,Barnsley,24may2020
