"","age","rate","value"
"1","0_to_4",54.7,878
"2","60_to_64",502,7954
"3","45_to_49",686.3,11764
"4","55_to_59",579.6,11480
"5","75_to_79",629.7,6549
"6","5_to_9",52.8,983
"7","15_to_19",181.4,2965
"8","85_to_89",2007.1,10616
"9","65_to_69",329.3,4755
"10","50_to_54",682.7,12811
"11","40_to_44",547.1,10311
"12","25_to_29",712.7,12081
"13","20_to_24",564.4,8480
"14","70_to_74",359.2,5206
"15","90+",3413.9,11984
"16","80_to_84",1122.9,9033
"17","30_to_34",608.8,11375
"18","10_to_14",66.1,1141
"19","35_to_39",524.3,10000
