"","age","rate","value"
"1","35_to_39",305.1,5799
"2","70_to_74",505.2,6720
"3","20_to_24",209,3318
"4","5_to_9",38.2,691
"5","80_to_84",1386.4,8810
"6","30_to_34",318.3,6153
"7","25_to_29",310.4,5565
"8","0_to_4",36.8,623
"9","45_to_49",423,7191
"10","10_to_14",44.7,811
"11","50_to_54",440.7,8106
"12","75_to_79",843.7,7599
"13","15_to_19",78.1,1343
"14","40_to_44",326.6,6039
"15","55_to_59",422.3,8138
"16","60_to_64",463.7,7082
"17","65_to_69",436.2,5901
"18","85_to_89",2218.3,7783
"19","90+",3405.4,5661
