"","age","rate","value"
"1","65_to_69",296.6,4283
"2","85_to_89",1916.3,10136
"3","25_to_29",612.6,10384
"4","45_to_49",616.5,10568
"5","0_to_4",30.6,491
"6","20_to_24",455.4,6843
"7","70_to_74",333.8,4838
"8","50_to_54",621.3,11659
"9","55_to_59",532.2,10540
"10","60_to_64",457.2,7245
"11","35_to_39",454,8659
"12","90+",3263.7,11457
"13","30_to_34",527.7,9859
"14","10_to_14",42,725
"15","40_to_44",479.7,9041
"16","75_to_79",597.6,6215
"17","5_to_9",32.3,601
"18","80_to_84",1071.5,8620
"19","15_to_19",126.2,2063
