"","age","rate","value"
"1","20_to_24",1066.8,16937
"2","25_to_29",870.8,15611
"3","70_to_74",654.5,8706
"4","0_to_4",172.7,2924
"5","85_to_89",2466.6,8654
"6","75_to_79",999.2,9000
"7","40_to_44",676.3,12505
"8","80_to_84",1580.8,10045
"9","90+",3746.5,6228
"10","35_to_39",717.3,13633
"11","55_to_59",711.5,13711
"12","5_to_9",162.6,2943
"13","65_to_69",633,8563
"14","15_to_19",789.1,13569
"15","45_to_49",796.4,13540
"16","30_to_34",785.2,15178
"17","60_to_64",723.6,11051
"18","50_to_54",786.1,14458
"19","10_to_14",237.1,4297
