age,rate,value
0_to_4,1537.5,1243
5_to_9,1240.9,1385
10_to_14,2283,2045
15_to_19,5898.6,5197
20_to_24,8695.1,7224
25_to_29,7221.6,6937
30_to_34,6319.5,6428
35_to_39,6226.3,6020
40_to_44,6079.9,5685
45_to_49,7235.7,6215
50_to_54,6502,6638
55_to_59,5179,5862
60_to_64,4053.4,4011
65_to_69,2382,2229
70_to_74,2141.4,1984
75_to_79,2654.5,1786
80_to_84,3645,1825
85_to_89,5529.2,1796
90+,9003.6,1875
