"","age","rate","value"
"1","55_to_59",2629.1,50661
"2","0_to_4",866.8,14677
"3","65_to_69",1913.5,25886
"4","35_to_39",2883.9,54810
"5","20_to_24",4244.4,67389
"6","80_to_84",3051.3,19390
"7","40_to_44",2778.8,51383
"8","70_to_74",1731.4,23030
"9","75_to_79",2213.8,19940
"10","90+",6549.2,10887
"11","25_to_29",3435.8,61595
"12","15_to_19",3363.2,57828
"13","10_to_14",1759.1,31883
"14","50_to_54",3057.8,56242
"15","5_to_9",979.4,17723
"16","60_to_64",2515.3,38414
"17","30_to_34",3097.3,59874
"18","85_to_89",4504.8,15805
"19","45_to_49",3143,53438
