"","age","rate","value"
"1","40_to_44",2381.9,44044
"2","20_to_24",3866.5,61389
"3","45_to_49",2708.5,46050
"4","75_to_79",2007.1,18078
"5","10_to_14",1347.1,24416
"6","15_to_19",2965.1,50983
"7","30_to_34",2709.5,52378
"8","70_to_74",1563.7,20800
"9","55_to_59",2336.8,45029
"10","85_to_89",4050.2,14210
"11","5_to_9",759,13735
"12","90+",5846.6,9719
"13","50_to_54",2682.4,49337
"14","65_to_69",1726.8,23360
"15","60_to_64",2248.8,34345
"16","0_to_4",727.3,12314
"17","25_to_29",3034.5,54400
"18","80_to_84",2768.1,17590
"19","35_to_39",2490.3,47329
