"","age","rate","value"
"1","15_to_19",124.7,2039
"2","30_to_34",525.5,9817
"3","35_to_39",452.1,8623
"4","55_to_59",530.9,10515
"5","20_to_24",452.4,6797
"6","10_to_14",41.4,714
"7","80_to_84",1069,8600
"8","90+",3257.5,11435
"9","60_to_64",456.2,7229
"10","65_to_69",296,4274
"11","50_to_54",619.6,11627
"12","45_to_49",615.1,10543
"13","70_to_74",333.2,4828
"14","0_to_4",29.9,481
"15","75_to_79",596.6,6205
"16","40_to_44",478.2,9011
"17","5_to_9",31.9,594
"18","85_to_89",1913.9,10123
"19","25_to_29",610.3,10346
