"","age","rate","value"
"1","0_to_4",1743.4,29520
"2","85_to_89",6707.4,23533
"3","30_to_34",6261.9,121050
"4","55_to_59",4994.8,96247
"5","50_to_54",5836.8,107356
"6","40_to_44",5583.7,103248
"7","80_to_84",4557.4,28960
"8","35_to_39",5851.8,111217
"9","90+",9921.6,16493
"10","5_to_9",1920.7,34757
"11","20_to_24",7618.4,120959
"12","10_to_14",3134,56802
"13","60_to_64",4694.6,71697
"14","75_to_79",3494,31471
"15","45_to_49",6131.1,104240
"16","25_to_29",6930.6,124247
"17","65_to_69",3419.6,46261
"18","70_to_74",2927.3,38937
"19","15_to_19",5363.8,92228
