"","age","rate","value"
"1","25_to_29",707.8,11999
"2","0_to_4",53,852
"3","40_to_44",543.9,10250
"4","80_to_84",1120.6,9015
"5","35_to_39",520.6,9929
"6","55_to_59",577.5,11437
"7","20_to_24",559.1,8400
"8","15_to_19",177.6,2904
"9","5_to_9",51.8,964
"10","90+",3409.9,11970
"11","85_to_89",2002.9,10594
"12","45_to_49",683.7,11720
"13","10_to_14",65,1121
"14","60_to_64",500.3,7928
"15","50_to_54",679.6,12753
"16","30_to_34",604.5,11294
"17","75_to_79",628.2,6533
"18","65_to_69",327.6,4730
"19","70_to_74",357.9,5187
