age,rate,value
0_to_4,2408.5,2040
5_to_9,2025.2,2144
10_to_14,3184.4,3000
15_to_19,6071.4,5629
20_to_24,9647.3,8615
25_to_29,7733.5,8224
30_to_34,7305,7783
35_to_39,7111.5,6846
40_to_44,6901.5,6309
45_to_49,8130.3,6802
50_to_54,7661.4,7430
55_to_59,6660.3,7146
60_to_64,5647.5,5303
65_to_69,3975.7,3521
70_to_74,3634.7,3149
75_to_79,4478.8,2665
80_to_84,5992.3,2379
85_to_89,7987.5,1709
90+,12341.3,1196
