"","age","rate","value"
"1","0_to_4",24.7,396
"2","20_to_24",418.6,6289
"3","10_to_14",33.7,582
"4","45_to_49",583.3,9999
"5","60_to_64",437.3,6930
"6","15_to_19",109.1,1784
"7","75_to_79",574.4,5974
"8","65_to_69",283,4087
"9","40_to_44",450.8,8496
"10","35_to_39",424.1,8090
"11","5_to_9",26,484
"12","30_to_34",493.1,9212
"13","55_to_59",508.4,10069
"14","90+",3156.3,11080
"15","25_to_29",573,9714
"16","50_to_54",592.8,11124
"17","85_to_89",1844.9,9758
"18","70_to_74",319,4623
"19","80_to_84",1031,8294
