"","age","rate","value"
"1","90+",2621,4357
"2","55_to_59",318.1,6130
"3","50_to_54",329.5,6060
"4","45_to_49",306.6,5212
"5","35_to_39",197.5,3753
"6","30_to_34",198.6,3839
"7","10_to_14",14.5,263
"8","20_to_24",108.3,1720
"9","75_to_79",685.2,6172
"10","65_to_69",346.6,4689
"11","40_to_44",226.4,4187
"12","60_to_64",360.1,5500
"13","85_to_89",1760.9,6178
"14","80_to_84",1107.9,7040
"15","5_to_9",13.5,244
"16","0_to_4",22.6,382
"17","70_to_74",405.7,5396
"18","15_to_19",33.7,579
"19","25_to_29",188.9,3386
