"","age","rate","value"
"1","10_to_14",346.7,6284
"2","5_to_9",217.7,3939
"3","20_to_24",1682.5,26714
"4","35_to_39",937.8,17824
"5","25_to_29",1174.1,21048
"6","45_to_49",1020.6,17352
"7","15_to_19",1366.5,23497
"8","65_to_69",760.7,10291
"9","70_to_74",758.1,10084
"10","75_to_79",1108,9980
"11","50_to_54",1020.3,18766
"12","80_to_84",1696.9,10783
"13","85_to_89",2607.1,9147
"14","0_to_4",242.3,4102
"15","90+",3922.8,6521
"16","60_to_64",906.3,13842
"17","55_to_59",907,17478
"18","40_to_44",877.5,16226
"19","30_to_34",1034.2,19992
